fecha,oficial,blue
2024-05-14,904,1070
2024-05-15,904.5,1100
2024-05-16,905,1100
2024-05-17,905.5,1120
2024-05-18,905.5,1120
2024-05-19,905.5,1120
2024-05-20,907.5,1180
2024-05-21,908,1230
2024-05-22,908.5,1275
2024-05-23,909,1280
2024-05-24,909.5,1220
2024-05-25,909.5,1220
2024-05-26,909.5,1220
2024-05-27,911.5,1205
2024-05-28,912.5,1210
2024-05-29,913,1230
2024-05-30,913,1230
2024-05-31,914,1225
2024-06-01,914,1225
2024-06-02,914,1225
2024-06-03,916,1235
2024-06-04,916.5,1265
2024-06-05,916.5,1250
2024-06-06,918,1250
2024-06-07,918,1265
2024-06-08,918,1265
2024-06-09,918,1265
2024-06-10,920.5,1280
2024-06-11,921,1295
2024-06-12,921.5,1285
2024-06-13,921.5,1245
2024-06-14,922,1280
2024-06-15,922,1280
2024-06-16,922,1280
2024-06-17,922,1280
2024-06-18,924,1305
2024-06-19,924.5,1300
2024-06-20,924.5,1300
2024-06-21,924.5,1300
2024-06-22,924.5,1300
2024-06-23,924.5,1300
2024-06-24,927,1330
2024-06-25,927.5,1365
2024-06-26,928,1365
2024-06-27,929.5,1355
2024-06-28,930.5,1365
2024-06-29,930.5,1365
2024-06-30,930.5,1365
2024-07-01,932.5,1405
2024-07-02,933,1430
2024-07-03,933.5,1425
2024-07-04,934,1405
2024-07-05,934.5,1420
2024-07-06,934.5,1420
2024-07-07,934.5,1420
2024-07-08,936.5,1440
2024-07-09,936.5,1440
2024-07-10,937.5,1450
2024-07-11,938,1465
2024-07-12,940,1500
2024-07-13,940,1500
2024-07-14,940,1500
2024-07-15,940.5,1415
2024-07-16,941,1405
2024-07-17,942,1455
2024-07-18,942.5,1455
2024-07-19,944.5,1445
2024-07-20,944.5,1445
2024-07-21,944.5,1445
2024-07-22,946,1440
2024-07-23,946,1445
2024-07-24,946.5,1450
